frequency,prong_length,prong_diameter,prong_gap,handle_length,handle_diameter
438.07824964731867,0.10318151533782188,0.0048766322978893665,0.007997957514837326,0.039376806660272705,0.006104463392775275
439.01702435848534,0.10599545331495933,0.004714520563663514,0.008063269068284248,0.03974111941154707,0.005920990861231022
511.2835579616978,0.09949946670559272,0.004579292545475332,0.00703808036222242,0.03863912725230774,0.005390214044324953
256.9564895849446,0.12728519139998726,0.005961530549478011,0.009917940696760805,0.050137273009582865,0.007855966327834503
255.26414001118903,0.12341559205883723,0.0059566636585571455,0.010161073272625424,0.05009623117509454,0.008089675066910043
514.2704660466907,0.09824867360923237,0.004446772078347307,0.0069607750665555525,0.03817547967622964,0.0054624867227158844
257.12004923100613,0.12683518033001706,0.006100803759580088,0.01019515656121266,0.05049219343054106,0.008092118297130647
440.7830447443405,0.10690309816839794,0.004814677984661103,0.00810257643028623,0.039733733097272184,0.005906537293499595
510.07825605112043,0.09754629037069795,0.004461272273602036,0.007090179597356266,0.03775088252103792,0.005563364164015049
441.7759635025659,0.10704868589593967,0.0047073933940600604,0.007958493192210269,0.04051375784565337,0.0059677301944319645
513.982161646097,0.09958016724829553,0.004415790798504638,0.006955354328554166,0.03752418370412582,0.005602064597097462
256.6120658970122,0.12451071083859358,0.00602946064991388,0.010179255378943217,0.05086897964450322,0.008095623743437343
511.09092378620784,0.09824640433552898,0.004488819443293828,0.0069100524739721305,0.03805096654861157,0.005509710055875442
256.395112283284,0.12345401553293801,0.005938182175727593,0.010058859878208948,0.05089699555231067,0.008108845916314064
439.5638371859659,0.10597474399419368,0.004715127108139695,0.008096589173979362,0.039477235860427125,0.006064546307536582
256.5175325774951,0.12461783725371589,0.006031316195722716,0.010100722260385765,0.04934795615498665,0.008087389048161394
439.54072654501846,0.1051985145878323,0.0047140906102490394,0.007951524504025035,0.04015286340660577,0.006049750809197636
256.4267764275594,0.1272453085388109,0.006040999772309451,0.0099835862781064,0.04993275650386893,0.008016227843986203
439.9710453806082,0.10697605999249031,0.0047478826480368014,0.00801446711666427,0.040085103816439,0.005906446957051163
438.41835577750686,0.10401148014084027,0.004840420254108793,0.008089548654611247,0.03931248145593114,0.006095842466903895
439.8271597231367,0.10466094540464099,0.004850983879922319,0.007928831915258219,0.03969805136069163,0.006092393507730008
256.34990411029565,0.12258149166300812,0.006045087908042912,0.010010844562904473,0.05055399335968774,0.007890459591230267
512.7746465864496,0.0981897002986656,0.004552490893731282,0.007074510197581177,0.038486270412599846,0.005439063639911107
438.4706614346318,0.10476691618455833,0.004847427413054599,0.008046953988550955,0.03985812910312623,0.006006108416173207
441.697871631255,0.10375709566036417,0.004790244626625215,0.008129458894987559,0.039615178143121,0.00607923806801719
510.1042485854105,0.09633334544084704,0.004470815351293011,0.007050562342838683,0.03815015241068938,0.005569033575386079
255.56784351241407,0.12517182999469145,0.0061143485951870346,0.009860419603865897,0.04986043346904912,0.007862806810999007
440.81194643294043,0.1068347428505656,0.0047491229170604264,0.008005229142446486,0.040764853318980256,0.006000488655708525
512.447458350894,0.09985312558688804,0.004474323478454037,0.007106963523615104,0.0377513669429034,0.0055450652415437625
437.923814803587,0.10373191993145511,0.004802277505545881,0.007986743635807533,0.04039804677214577,0.00597182400566452
255.4434611637334,0.12328261846623371,0.0058958101714250664,0.010189823372601832,0.049358001007221756,0.007883609934005881
254.827352371477,0.12606508728698856,0.006053883567366507,0.010127405296408381,0.05041141193649398,0.00798758971355241
510.15337419139007,0.09838238637679758,0.00451883738823272,0.007087767290843409,0.037617128253305925,0.005545568317539696
438.4317582508088,0.10419272187941243,0.00488569330555946,0.007936586169923376,0.040795196049617746,0.00600001548543746
257.15414245096883,0.12369540238612607,0.005952374383714818,0.009985590557571299,0.05093624387020606,0.007901101981071293
511.26883741360194,0.09968309199183313,0.004417636600204187,0.00704450356440454,0.03802758725460341,0.005422372683907804
509.61143863101904,0.0965177131468175,0.00443001295909231,0.007117908786011018,0.03728005712342157,0.00554534574440783
255.182327612152,0.12694099461617456,0.005982013032361208,0.00992887414547797,0.04951941807942998,0.00812443687602897
440.25141724272794,0.10333749722333263,0.0047352336887214125,0.007872571981132124,0.03941057304233734,0.0060918688945439834
510.311516447329,0.09899171883288904,0.004428053906953935,0.007127179862747158,0.03725636634417711,0.005561547669730706
438.9209045917145,0.10320905127080164,0.004760892185795737,0.007935168613667032,0.04031879801336035,0.005996286964478571
510.7588851624156,0.09826573942948882,0.004574031558574273,0.0068603516965365045,0.037606381885700424,0.0054889498987543564
510.72744538707286,0.09786308546704214,0.004534497545298631,0.006964754095789922,0.037482829069483685,0.005554498907254474
513.0101043402286,0.09932099879861991,0.004422265394217623,0.006908074407366916,0.03863804591519313,0.005584701851085685
255.10748445812052,0.12694816186172145,0.005931520394834028,0.010096872667982771,0.050494915934699895,0.007932930529408397
514.1288447096948,0.09934749889206233,0.004440772185260009,0.007028215626938229,0.03822105058517324,0.005548665201251225
510.75848985113305,0.09895756409684593,0.004581513120015551,0.007068962627889589,0.03724720221278726,0.00550195599038583
438.6202896100746,0.10310970749512127,0.004864698130525641,0.008095002008084195,0.039969175444339346,0.005954049870351728
438.940607865652,0.10442373200892885,0.004766926063102976,0.007909943014304172,0.03990939444504518,0.006065018128680655
512.8420011282543,0.09674410902960599,0.004533851182847826,0.0068894059772837786,0.03788654224548358,0.0055620756708754
513.2658560965228,0.09851299332220946,0.004569643717307754,0.0068958864870472215,0.03778006125843754,0.00554584837695
438.6345789389857,0.10546575427393765,0.004730704175500938,0.0080126524208147,0.03928358259491271,0.0060615694450538255
256.3645924578222,0.12402750144540324,0.006008670426882055,0.00991369394486038,0.05028189291000556,0.007958641255611675
513.409236568338,0.09867880594496421,0.004495706770102804,0.007027772311075884,0.037879295962853166,0.005394120490031558
512.1432729338098,0.09774366889828959,0.004459550298243773,0.00689586079658874,0.038622994847984427,0.005411776296792472
256.60073664171637,0.1231052661455699,0.005992607327315172,0.010006387818442451,0.049766262020795926,0.008040821618716741
512.9378483453471,0.09770624543737286,0.004516447682356215,0.007090788809414714,0.038127306108326146,0.00557680401318906
439.87292953383087,0.10336036440413936,0.004876606777461453,0.008125837455324185,0.04063874949342606,0.0059458834654387855
509.9571586138039,0.09730282925944651,0.004452339246217186,0.007126561677583358,0.03760720670059997,0.005556890598893812
513.244266238793,0.09846675735680865,0.004586246907746907,0.006982182050100638,0.03830675991007272,0.005454120799056673
255.2658898453244,0.12264252621399516,0.005993915665160699,0.009852403829864525,0.049914911316873894,0.008020220689745087
438.45876710586305,0.104960386625256,0.0048007353700807685,0.007970508314983839,0.03920062824575068,0.005998592577753847
441.19268794649554,0.1068456916880507,0.004759373992821494,0.007964036281875595,0.0399702277778657,0.006070246998213673
513.9772791912786,0.09649134849711337,0.0044774411223460295,0.0069948462717812675,0.03795892594149955,0.005398895403591565
512.34775105597,0.09849971756395146,0.00446232918754895,0.007046156865447104,0.03767294354027033,0.0055578735891917775
439.67797114975565,0.10638060187154519,0.004886108957565172,0.008065534238626203,0.04019274050792565,0.005995099872627464
512.640788434486,0.09885852996287965,0.004476917677291459,0.00709026265325778,0.03781079118947137,0.005474815090926257
510.62386633602983,0.09771560938793224,0.00441551409796454,0.00691171607218905,0.03782525331564658,0.005468427362703304
255.2647951188869,0.1230293001955033,0.005994619549656427,0.009893039854094354,0.04940862422803039,0.007981427474245078
513.8185661594118,0.09669053293181762,0.0045103181808728975,0.007041954583881219,0.0380915035601355,0.005396634535014956
255.7478293356386,0.12340740341033718,0.005999715768803615,0.010147859064987427,0.05077585379433869,0.007897235162763737
256.0214381709548,0.12431249267981441,0.005982979647996831,0.009921425733551915,0.050495963900755905,0.008054155074856495
441.524244798179,0.10533331696200038,0.004817563769951428,0.00810533342394169,0.03963115279490331,0.006119112140191235
255.32601065581548,0.12389020262875201,0.005887900141893321,0.010119236583125905,0.05031423140237308,0.007981250161557079
510.9582041288077,0.09895995784972282,0.004498671640378301,0.006998972924417502,0.03853196094760356,0.005408046732489855
256.22656090093824,0.1271180325153653,0.006094681131918144,0.010007391042495335,0.04951001808343022,0.007931446873495238
439.3287021381858,0.10409915956060377,0.004821843151326681,0.0081174971829982,0.03951964283388459,0.006083298817140308
512.796043379066,0.09978455442870342,0.004437786864154525,0.007139966152252285,0.03803288226874553,0.00547738705006388
511.16225284201005,0.09618172969282718,0.004535218696098494,0.006877184946491697,0.03875358768437852,0.005590461859130178
256.0360563984914,0.12448765110910441,0.006008424725017352,0.010155603677652792,0.05021495880423913,0.007987662769750447
513.1994616613289,0.09735111637634476,0.004587277399932631,0.006901942484548557,0.03811590328091287,0.005506801190179465
513.3617257621961,0.09990342436810909,0.0044801804950628564,0.006944850551384287,0.03791259795447817,0.0055277486153982956
255.47449979718627,0.12424912695091173,0.005912389703113313,0.009896830601900863,0.04922141406068947,0.007954062462375013
437.87395596286325,0.10360230015853766,0.004868387214132674,0.008150873819401607,0.040331452680311485,0.006014054312905842
441.6794818466336,0.1060842613588578,0.004792535806015958,0.007994805448776503,0.040199620945781465,0.006095891999286709
513.2094570024055,0.09848232593751931,0.004460967880594607,0.007113439528114964,0.03749323757079279,0.005496772342683057
439.31636198649005,0.10680398307877831,0.004779741821034987,0.007896209333753672,0.04007189865937065,0.006008243947010157
256.0126768037174,0.12362969295796207,0.006117743454816822,0.010191315618166403,0.05096197424858343,0.007981807428969957
256.7047570332324,0.12282278518052739,0.005937335018391832,0.009946497536358748,0.049589952347970034,0.008081566078766204
255.07614987356908,0.12480465870963739,0.006099587474570215,0.00988746539270672,0.049753656831947435,0.007855970887040596
255.0187380884361,0.1273899886296981,0.005993672594212839,0.010077413927427933,0.05044674067091534,0.008024514322014889
441.73541287643496,0.10360915890977931,0.004827512115482404,0.007894450325522103,0.0393838956209143,0.0061082155487855085
511.6754787694926,0.09633433873108373,0.004582188341479982,0.0069351976022312585,0.03870657001782909,0.005414910110185835
511.7703203447844,0.097361452154538,0.004576594558926231,0.006902388781336259,0.03830696375181061,0.00560789148337131
441.55809088832245,0.1035432540050424,0.004872747470514815,0.00808104920074051,0.03961589733681287,0.005961528165810113
255.0630744237501,0.12264158093918684,0.005986288556330089,0.010013316149272226,0.049562119711989955,0.00813002965257287
254.75716477135205,0.12285385427336082,0.006079428498188093,0.009888638643866906,0.04935933657199078,0.008084460517103662
511.1694990931819,0.09991215406850908,0.004542369360808839,0.006925790861761502,0.03811764148678178,0.005492752367211118
439.9548142240208,0.10527566330689271,0.004885339485906345,0.008039612739837441,0.03960146377955603,0.006049888727272408
256.9590669902383,0.12651853260189866,0.006087542049624205,0.010036526373263261,0.050718496534667784,0.008046846491012269
437.98966364198014,0.10624315417226486,0.004716912047122814,0.007923058232183072,0.03952843727101872,0.006007257666371269
257.1924970145743,0.126254412479363,0.005915022177861471,0.009906777764825013,0.050609104121413444,0.007857660126779136
512.3820993529337,0.0977588891411931,0.0044357431504262745,0.007042307229981724,0.03791997339091849,0.0054595940714851614
256.061280289813,0.12413029375052274,0.005921030909801835,0.009860145937409512,0.05054613056030819,0.008086079017573036
255.68203526858224,0.1244841865819586,0.006024852493270288,0.010073248082518558,0.050900738649491656,0.008147145968039556
441.1433695270028,0.10673889797548254,0.00479490493826052,0.00794801141270067,0.04012254748267517,0.006085149749911643
510.97544744552283,0.0975420150617287,0.0044246557381701895,0.0068949392983040725,0.03861569280473836,0.005517177097176876
441.5024965272694,0.10628901539823651,0.0048072435285344646,0.00785296482492235,0.039507609692567607,0.006040959912132737
255.98790850141657,0.12555811281530788,0.005944515765638258,0.010133639205349754,0.04970939926086024,0.007931757080836712
513.3192815553298,0.09820167817752834,0.00446060845223397,0.007138851613403251,0.03777136412937718,0.0054519325890260255
509.86451501257943,0.09774541901616497,0.004442026507104329,0.006875187372935073,0.03789838979580948,0.005474628219353452
441.9856666670432,0.10537801964976322,0.004877862960055206,0.007977824227798105,0.04023962488349984,0.006019458957290231
511.6275295676462,0.09721377899497824,0.004415143978496944,0.007078718874285141,0.037400456806801416,0.005554245155195212
442.08896072744363,0.1056838391873859,0.004711401070349599,0.008137919574080664,0.03986793748881444,0.006055169573583381
255.03394683206744,0.12431720495953857,0.0061124589004643935,0.010067785796278166,0.049172876252873796,0.00793878563625921
255.23743311763118,0.125868547696535,0.005960020821682646,0.01017840126711099,0.04995380618431877,0.007891855312298465
255.39920797234498,0.12402125999973895,0.0059385197832382535,0.009967950077513497,0.04937864142898054,0.007995181665850414
257.0073843988827,0.12361548720605198,0.0059594098764072095,0.009842803230090458,0.04983106178727279,0.008053132987356021
510.6241963986178,0.09740906373702751,0.00454738344667697,0.007009351740766212,0.038219091229877995,0.00551092364555438
511.35994186508566,0.09737571906744916,0.0045159364565975,0.006978306964440109,0.03861479155405615,0.0054503848396928985
256.9507618590746,0.1274724244914762,0.0059996625592765645,0.01004351980457074,0.04900175857942635,0.007915734583132899
511.4852968221536,0.09643370966054746,0.004450275971694879,0.007122223072240832,0.03730071720554492,0.005474312234830992
437.8413391469912,0.10389715233566875,0.004812333494732309,0.008144774288985291,0.03997968319011607,0.005903833197618467
511.3622510461414,0.09892351960050248,0.004513842990208021,0.0070930487134258065,0.03770926336232708,0.005390361538874042
257.1841249509527,0.12646349639823354,0.006043533364895531,0.010186668882997523,0.05070366343433872,0.00800719898036771
441.5207767043337,0.10435094415873784,0.004835723000524114,0.007992261708499124,0.04066604854750994,0.005993423218012296
511.1999929473426,0.09742490842224961,0.004570325536683023,0.006913200314539844,0.03728706989435555,0.005421579399717528
256.6824720149575,0.12626504769478988,0.0059466196529176655,0.009957503172750879,0.04934864188323196,0.00799879733537949
514.165263089027,0.09758331876359293,0.0044260558666063925,0.007118735457618131,0.03838310371328944,0.005497837440110794
255.7457361962004,0.12399670293710939,0.005923822349305805,0.010005032356688549,0.05019799970026138,0.008127556517479808
439.3338258930741,0.10351229428487042,0.004887859085216063,0.0079415476617094,0.04052118061967169,0.005925867412331182
514.301748682473,0.09799818394021131,0.004482542376003839,0.007095908701764793,0.03839145508498867,0.0054625998998796945
511.1089951388325,0.0972356593223627,0.004526409235131409,0.006913692136960311,0.038115279454769356,0.005535800318047802
513.9787360191526,0.09683736799219611,0.004414300588566389,0.00687382824329818,0.03869339305551371,0.005406183836171652
513.8122732025362,0.0968497238428968,0.004498847303480621,0.006914799254132037,0.03827589356436778,0.005562844481543154
256.20450431757183,0.12617858579438768,0.00592573392984418,0.010037189661978894,0.050345117353989145,0.00810520599294934
256.629711859041,0.12400067054074565,0.006081321081920664,0.009853482815844826,0.04976136048854994,0.008139190920783938
256.508730926901,0.12364697920490048,0.0060192424592946285,0.010096121853028658,0.05007269985603874,0.00790845423596414
255.00994907962084,0.12524733301331162,0.0060616911353626795,0.010013503143229543,0.05006339483075524,0.007953892754830334
440.0633400866693,0.1070416923396222,0.004723103229107111,0.007934688161532555,0.04044323285865087,0.006069021541646274
439.81350523539544,0.10491217774441053,0.004714674616833619,0.00792898880906677,0.03992707117994142,0.0059147542883417744
255.26999840655034,0.1244346764209563,0.006095554616844059,0.01005087640283389,0.05054798409485646,0.007857798292188876
438.09341627435015,0.10632370181711731,0.00489423256610054,0.007905684767020414,0.04033483324140381,0.005968328190062064
254.80823003691782,0.12722048521848928,0.005935062368394934,0.010104244791554981,0.04905602867080927,0.008088041898915592
440.2622704261476,0.10307218289012589,0.0048814057979295515,0.008151262875378729,0.039837907796811727,0.006077393739787775
509.78420173684276,0.09868044277927825,0.004536845802821069,0.006969235009478058,0.038474255124916056,0.005427007398626768
511.3205666834168,0.09862127565903643,0.004546024352569465,0.007043876633644819,0.03826747500768177,0.0055146690414370645
256.74583559080384,0.12743293124109434,0.005894847930361374,0.009936405825353767,0.0507594898487634,0.007931870844012943
439.5221020514807,0.1062101011553928,0.004758618658055928,0.008082809857339009,0.0398336080259382,0.005896907864512974
438.43088227123377,0.1029849391436723,0.004738094673235856,0.008100891850337893,0.04032669229931304,0.006017636748827334
441.0010353272724,0.10294962512711113,0.0048583558529247,0.007847627075175657,0.03994873012617773,0.006103616339795528
509.67943285152575,0.09921414357755742,0.004418537128786135,0.0069255040945003085,0.038226644329915405,0.005552025475729505
512.5823640793586,0.09714589253549817,0.004526992953524786,0.00693115824871059,0.038544092446408454,0.0055745181403267785
512.9905671460806,0.09912838594037232,0.0044594657161706915,0.006897732879319283,0.03745439494380754,0.0055614375088679086
